Confidence Level,Date,Time,Locale,Governorate,Theater,Lat,Lon,Offensive,Delivery,Munition Type,Barrel Bomb Version,Munition Imagery,Chemical Agent,Killed,Injured,Perpetrator,SA,SA 2,JIM,COI,OPCW,SAMS,WHMD,SNHR,LCC,VDC,CAR,Trusted Source,Bellingcat
1,2017-02-20,NA,Housh Aldhawahra,Reef Damascus,Wider Damascus,33.550873,36.4651251,NA,NA,"""Missile""",NA,No,Chlorine,NA,NA,Syrian Government,HOU200217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2017-02-21,NA,East Ghouta,Reef Damascus,Wider Damascus,33.506940,36.323881,NA,Ground,"""Missile""",NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wMlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDJcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-02-26,18:00:00,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,Ground,"""Missile""",NA,No,Chlorine,0,20,Syrian Government,HAR260217,NA,NA,NA,NA,NA,https://twitter.com/SyriaCivilDef/status/835945584557195265; https://twitter.com/SyriaCivilDef/status/835951443035054080,Closed,NA,NA,NA,NA,NA
3,2017-03-24,05:45:00,Al Lataminah,Hama,Northwest,35.326749,36.621766,NA,Air,Sarin Bomb,NA,No,Sarin,NA,30,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/sites/default/files/documents/S_series/2018/en/s-1636-2018_e_.pdf; https://www.opcw.org/sites/default/files/documents/2020/04/s-1867-2020%28e%29.pdf,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wM1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDNcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-03-25,13:00:00,Al Lataminah,Hama,Northwest,35.326749,36.621766,NA,Air,Barrel Bomb,Version 2,Yes,Chlorine,3,32,Syrian Government,LAT250317,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/sites/default/files/documents/S_series/2018/en/s-1636-2018_e_.pdf; https://www.opcw.org/sites/default/files/documents/2020/04/s-1867-2020%28e%29.pdf,Closed,https://twitter.com/SyriaCivilDef/status/846053794303660032,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wM1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDNcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/01/21/chemical-strikes-al-lataminah/; https://www.bellingcat.com/news/mena/2017/10/09/summary-open-source-evidence-march-25th-2017-chlorine-attack-al-lataminah-hama/
3,2017-03-29,17:00:00,Al Qabun,Damascus,Wider Damascus,33.550171,36.349935,NA,Ground,"""Missile""",NA,No,Chlorine,0,35,Syrian Government,QAB290317,MID290317,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,Closed,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wM1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDNcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-03-30,06:30:00,Al Lataminah,Hama,Northwest,35.326749,36.621766,NA,Air,Sarin Bomb,NA,Yes,Sarin,0,169,Syrian Government,LAT300317,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/sites/default/files/documents/S_series/2017/en/s-1548-2017_e_.pdf; https://www.opcw.org/sites/default/files/documents/2020/04/s-1867-2020%28e%29.pdf,http://sams-usa.us13.list-manage2.com/track/click?u=312257def2447c9436f277005&id=dc185841eb&e=b2da18e8b1; https://www.sams-usa.net/press_release/another-chemical-weapon-attack-hama-week/,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wM1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDNcXFwifVwifSJ9,NA,NA,NA,https://www.bellingcat.com/news/mena/2017/10/26/investigating-march-30-2017-sarin-attack-al-lataminah/
2,2017-04-03,21:15:00,Al Habit,Idlib,Northwest,35.440000,36.536667,NA,Air,Barrel Bomb,Version 2,No,Chlorine,2,20,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDRcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-04-04,06:49:00,Khan Shaykhun,Idlib,Northwest,35.438889,36.651111,NA,Air,Sarin Bomb,NA,Yes,Sarin,98,300,Syrian Government,NA,NA,https://reliefweb.int/sites/reliefweb.int/files/resources/N1734930.pdf,http://www.ohchr.org/en/NewsEvents/Pages/DisplayNews.aspx?NewsID=22030&LangID=E; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1510-2017_e_.pdf,NA,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/204354#.XmJftkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/187249#.XmJfpEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/187759#.XmJflUBFzVh,NA,NA,https://www.bellingcat.com/news/mena/2017/04/05/khan-sheikhoun-chemical-attack-evidence-far/; https://www.bellingcat.com/news/mena/2018/06/14/chemical-munitions-used-syrian-government-2012-2018/
3,2017-04-07,NA,Al-Hayat Hospital,Aleppo,Aleppo,36.200000,37.150000,NA,NA,NA,NA,No,NA,NA,2,Syrian Government,HHO070417,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2017-04-07,16:00:00,Al Qabun,Damascus,Wider Damascus,33.550171,36.349935,NA,NA,"""Grenade""",NA,No,Chlorine,0,2,Syrian Government,NA,NA,NA,NA,NA,Closed,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDRcXFwifVwifSJ9,NA,NA,NA,NA
2,2017-04-22,NA,Zamalka,Reef Damascus,Wider Damascus,33.526656,36.352129,NA,Ground,"""Grenade""",NA,No,NA,0,4,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/855866204409540608,NA,NA,NA,NA,NA,NA,NA
1,2017-04-25,NA,Al-Mayadeen,Deir Ezzor,East,35.019881,40.448936,NA,NA,NA,NA,No,NA,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed,NA
1,2017-04-29,NA,Al Lataminah,Hama,Northwest,35.326749,36.621766,NA,Air,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wNFxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDRcXFwifVwifSJ9,NA,NA,NA,NA
3,2017-04-29,NA,Al-Tamanah,Idlib,Northwest,35.456562,36.745706,NA,Air,NA,NA,No,Chlorine,NA,NA,Syrian Government,NA,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2017-04-30,00:00:00,Masasinah,Hama,Northwest,35.291019,36.662904,NA,Air,Barrel Bomb,Version 2,No,Chlorine,0,4,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/858787738019123200,NA,NA,NA,NA,NA,NA,NA
2,2017-06-22,13:30:00,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,Ground,"""Grenade""",NA,No,Chlorine,0,6,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wNlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDZcXFwifVwifSJ9&ref=side_filter,NA,NA,NA,NA
3,2017-07-01,NA,Ein Tarma,Reef Damascus,Wider Damascus,33.514062,36.347301,NA,NA,NA,NA,No,Chlorine,0,46,Syrian Government,ETA010717,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2017-07-02,01:35:00,Zamalka,Reef Damascus,Wider Damascus,33.526656,36.352129,NA,NA,"""Grenade""",NA,No,Chlorine,0,10,Syrian Government,ZAM020717,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg,NA,NA,NA,Closed,NA,NA,NA,NA,NA
3,2017-07-06,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,Ground,"""Grenade""",NA,No,Chlorine,NA,46,Syrian Government,JOB060717,ZAM060717,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg,NA,NA,NA,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0wN1xcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTctMDdcXFwifVwifSJ9,NA,NA,NA,NA
1,2017-07-13,NA,Ein Tarma,Reef Damascus,Wider Damascus,33.514062,36.347301,NA,Ground,"""Grenade""",NA,No,Chlorine,0,6,Syrian Government,EIN130717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2017-07-14,11:00:00,Ein Tarma,Reef Damascus,Wider Damascus,33.514062,36.347301,NA,Ground,"""Grenade""",NA,No,Chlorine,0,4,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
1,2017-07-20,NA,Ein Tarma,Reef Damascus,Wider Damascus,33.514062,36.347301,NA,Ground,"""Grenade""",NA,No,Chlorine,0,NA,Syrian Government,EIN200717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2017-07-26,05:45:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,NA,Ground,"""Missile""",NA,No,NA,0,1,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
1,2017-08-19,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,Ground,"""Missile""",NA,No,Chlorine,0,NA,Syrian Government,JOB190817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2017-11-15,NA,Bayt Jinn,Reef Damascus,Wider Damascus,33.311519,35.917685,NA,NA,NA,NA,No,Chlorine,0,3,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/931823774491729922,NA,NA,NA,NA,NA,NA,NA
1,2017-11-16,09:45:00,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,Ground,"""Grenade""",NA,No,Chlorine,0,11,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
1,2017-11-16,07:30:00,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,Ground,"""Shells""",NA,No,Chlorine,0,7,Syrian Government,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
3,2017-11-18,NA,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,NA,"""Grenade""",NA,No,NA,0,61,Syrian Government,HAR161117,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,Closed,NA,Closed,NA,NA,NA,NA,NA
2,2017-12-30,06:00:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,NA,Ground,"""Missile""",NA,No,Chlorine,0,7,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,https://www.facebook.com/search/top/?q=%20%D8%A7%D9%84%D9%83%D9%84%D9%88%D8%B1&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxNy0xMlxcXCIsXFxcImVuZF95ZWFyXFxcIjpcXFwiMjAxN1xcXCJ9XCJ9In0%3D,NA,NA,NA,NA
3,2018-01-13,17:45:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Ground,Golan Rocket,NA,Yes,Chlorine,0,27,Syrian Government,DOU130118,NA,NA,NA,NA,NA,https://twitter.com/MaydayRescue/status/952224876479344641,NA,https://www.facebook.com/search/top/?q=%D8%AF%D9%88%D9%85%D8%A7&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwiZW5kX21vbnRoXFxcIjpcXFwiMjAxOC0wMVxcXCJ9XCJ9In0%3D,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/02/05/details-january-22nd-2018-chlorine-attack-douma-damascus/
3,2018-01-22,05:30:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Ground,Golan Rocket,NA,Yes,Chlorine,0,18,Syrian Government,NA,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://twitter.com/sams_usa/status/955501747124035585,Closed,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/02/05/details-january-22nd-2018-chlorine-attack-douma-damascus/
3,2018-01-22,18:00:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Ground,Golan Rocket,NA,Yes,Chlorine,2,19,Syrian Government,DOU220118,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,Closed,NA,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/01/23/despite-trumps-threats-chemical-attacks-continue-syria/
2,2018-01-23,17:00:00,Abu ad Duhur,Idlib,Northwest,35.7369445,37.0480843,NA,Ground,"""Missile""",NA,No,NA,0,4,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/955853134752075777,Closed,NA,NA,NA,NA,NA,NA
1,2018-01-25,07:25:00,Jisrayn,Reef Damascus,Wider Damascus,33.509276,36.388725,Eastern Ghouta Campaign,Ground,"""Grenade""",NA,No,NA,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
3,2018-02-01,05:30:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Ground,Golan Rocket,NA,Yes,Chlorine,0,4,Syrian Government,DOU010218,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,NA,Closed,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/02/01/third-time-year-chlorine-used-chemical-weapon-douma-damascus/
1,2018-02-04,21:15:00,Hamoryah,Reef Damascus,Wider Damascus,33.52725,36.38347,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,32,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
3,2018-02-04,16:22:00,Saraqib,Idlib,Northwest,35.863558,36.799534,NA,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,12,Syrian Government,SAR020418,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,https://www.opcw.org/sites/default/files/documents/S_series/2018/en/s-1626-2018_e_.pdf,NA,Closed,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/02/14/evidence-february-4th-2018-chlorine-attack-saraqib-idlib/
3,2018-02-25,18:00:00,Shafuniyeh,Damascus,Wider Damascus,33.55829582,36.44094582,Eastern Ghouta Campaign,Air,Barrel Bomb,Version 2,No,Chlorine,2,18,Syrian Government,SHE250218,NA,NA,NA,NA,NA,Closed,NA,https://www.facebook.com/search/top/?q=%D8%AF%D9%85%D8%B4%D9%82&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxOC0wMlxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTgtMDJcXFwifVwifSJ9,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/197374#.XmJgQEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/197568#.XmJgUEBFzVg,NA,NA,https://www.bellingcat.com/news/mena/2018/03/15/syrian-forces-bombard-eastern-ghouta-chemical-weapons-fourth-consecutive-time-since-beginning-2018/
1,2018-03-05,00:00:00,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
3,2018-03-05,21:15:00,Hamoryah,Reef Damascus,Wider Damascus,33.52725,36.38347,Eastern Ghouta Campaign,Air,Barrel Bomb,Version 2,No,Chlorine,0,29,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/MhdKatoub/status/970774447681691654,Closed,Closed,NA,NA,NA,NA,NA
3,2018-03-07,21:15:00,Hamoryah,Reef Damascus,Wider Damascus,33.52725,36.38347,Eastern Ghouta Campaign,NA,NA,NA,No,Chlorine,29,120,Syrian Government,NA,NA,NA,NA,NA,https://twitter.com/sams_usa/status/971483328195985408,Closed,NA,NA,NA,NA,NA,NA
1,2018-03-10,00:00:00,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
1,2018-03-10,06:50:00,Misraba,Reef Damascus,Wider Damascus,33.5506601,36.3958424,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,2,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
2,2018-03-11,13:30:00,'Irbin,Reef Damascus,Wider Damascus,33.538893,36.365787,Eastern Ghouta Campaign,NA,NA,NA,No,Chlorine,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
1,2018-03-12,NA,NA,NA,Wider Damascus,NA,NA,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,24,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
2,2018-03-14,NA,Hamoryah,Reef Damascus,Wider Damascus,33.52725,36.38347,Eastern Ghouta Campaign,NA,NA,NA,No,Chlorine,NA,20,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
1,2018-03-21,14:00:00,Zamalka,Reef Damascus,Wider Damascus,33.526656,36.352129,Eastern Ghouta Campaign,NA,NA,NA,No,NA,0,0,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA
3,2018-04-07,13:00:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Air,Barrel Bomb,Version 2,Yes,Chlorine,0,15,Syrian Government,NA,NA,NA,NA,https://www.opcw.org/sites/default/files/documents/S_series/2018/en/s-1645-2018_e_.pdf; https://www.opcw.org/sites/default/files/documents/2019/03/s-1731-2019%28e%29.pdf,https://twitter.com/MhdKatoub/status/982770352383180800,NA,Closed,NA,NA,NA,NA,NA
3,2018-04-07,19:00:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Eastern Ghouta Campaign,Air,Barrel Bomb,Version 2,Yes,Chlorine,85,550,Syrian Government,DOU070418,NA,NA,NA,https://www.opcw.org/sites/default/files/documents/S_series/2018/en/s-1645-2018_e_.pdf; https://www.opcw.org/sites/default/files/documents/2019/03/s-1731-2019%28e%29.pdf,https://www.sams-usa.net/press_release/sams-syria-civil-defense-condemn-chemical-attack-douma/,NA,NA,NA,https://web.archive.org/web/20200306154608/https://vdc-sy.net/suspected-chemical-attack-douma-city/; https://web.archive.org/save/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,https://www.bellingcat.com/news/mena/2018/04/11/open-source-survey-alleged-chemical-attacks-douma-7th-april-2018/
3,2019-05-19,NA,Kbanah,Latakia,Northwest,35.700000,36.233333,NA,Ground,Golan Rocket,NA,Yes,Chlorine,0,4,Syrian Government,NA,NA,NA,NA,NA,NA,Closed,https://web.archive.org/save/http://sn4hr.org/blog/2019/05/27/53708/,NA,NA,NA,NA,NA
